CMDLINE /Users/jsopkin/Library/Caches/pypoetry/virtualenvs/memory-leak-aQ-LIkNN-py3.11/bin/python flow.py
MEM 136.945312 1694027256.9057
MEM 136.945312 1694027257.0078
MEM 136.945312 1694027257.1089
MEM 136.945312 1694027257.2144
MEM 136.960938 1694027257.3176
MEM 136.960938 1694027257.4234
MEM 136.960938 1694027257.5284
MEM 136.960938 1694027257.6340
MEM 136.960938 1694027257.7369
MEM 136.960938 1694027257.8394
MEM 136.960938 1694027257.9430
MEM 136.960938 1694027258.0464
MEM 136.960938 1694027258.1516
MEM 136.960938 1694027258.2567
MEM 136.960938 1694027258.3618
MEM 136.960938 1694027258.4669
MEM 136.960938 1694027258.5721
MEM 136.960938 1694027258.6726
MEM 136.960938 1694027258.7736
MEM 136.960938 1694027258.8767
MEM 136.960938 1694027258.9820
MEM 136.960938 1694027259.0852
MEM 136.960938 1694027259.1858
MEM 136.960938 1694027259.2890
MEM 136.960938 1694027259.3937
MEM 136.960938 1694027259.4991
MEM 136.960938 1694027259.6008
MEM 136.960938 1694027259.7064
MEM 136.960938 1694027259.8090
MEM 136.960938 1694027259.9108
MEM 136.960938 1694027260.0145
MEM 136.960938 1694027260.1193
MEM 136.960938 1694027260.2246
MEM 136.960938 1694027260.3295
MEM 136.960938 1694027260.4353
MEM 136.960938 1694027260.5411
MEM 136.960938 1694027260.6439
MEM 136.960938 1694027260.7497
MEM 136.960938 1694027260.8555
MEM 136.960938 1694027260.9591
MEM 135.203125 1694027261.0644
MEM 134.015625 1694027261.1664
MEM 134.046875 1694027261.2669
MEM 134.046875 1694027261.3690
MEM 134.046875 1694027261.4715
MEM 134.046875 1694027261.5732
MEM 134.046875 1694027261.6748
MEM 134.046875 1694027261.7799
MEM 134.046875 1694027261.8851
MEM 134.046875 1694027261.9902
MEM 134.046875 1694027262.0936
MEM 134.089844 1694027262.1987
MEM 134.089844 1694027262.3038
MEM 134.089844 1694027262.4090
MEM 134.089844 1694027262.5128
MEM 134.089844 1694027262.6156
MEM 134.089844 1694027262.7206
MEM 134.089844 1694027262.8240
MEM 134.089844 1694027262.9263
MEM 134.089844 1694027263.0311
MEM 134.089844 1694027263.1360
MEM 134.089844 1694027263.2414
MEM 134.089844 1694027263.3420
MEM 134.089844 1694027263.4436
MEM 134.089844 1694027263.5465
MEM 134.089844 1694027263.6510
MEM 134.089844 1694027263.7560
MEM 134.089844 1694027263.8612
MEM 133.625000 1694027263.9664
MEM 133.625000 1694027264.0715
MEM 133.625000 1694027264.1768
MEM 133.628906 1694027264.2798
MEM 133.628906 1694027264.3853
MEM 133.628906 1694027264.4894
MEM 133.628906 1694027264.5902
MEM 132.839844 1694027264.6926
MEM 132.839844 1694027264.7978
MEM 132.839844 1694027264.9024
MEM 132.839844 1694027265.0081
MEM 132.839844 1694027265.1103
MEM 132.839844 1694027265.2138
MEM 132.839844 1694027265.3185
MEM 132.839844 1694027265.4233
MEM 132.839844 1694027265.5289
MEM 132.839844 1694027265.6344
MEM 132.839844 1694027265.7395
MEM 132.839844 1694027265.8429
MEM 132.839844 1694027265.9473
MEM 132.839844 1694027266.0487
MEM 132.839844 1694027266.1534
MEM 132.855469 1694027266.2541
MEM 132.855469 1694027266.3598
MEM 132.855469 1694027266.4634
MEM 132.855469 1694027266.5690
MEM 132.855469 1694027266.6747
MEM 132.855469 1694027266.7803
MEM 132.855469 1694027266.8856
MEM 132.855469 1694027266.9882
MEM 132.855469 1694027267.0934
MEM 132.855469 1694027267.1984
MEM 132.855469 1694027267.3000
MEM 132.855469 1694027267.4052
MEM 132.855469 1694027267.5103
MEM 132.855469 1694027267.6154
MEM 132.855469 1694027267.7208
MEM 132.855469 1694027267.8239
MEM 132.855469 1694027267.9289
MEM 132.855469 1694027268.0297
MEM 132.855469 1694027268.1320
MEM 132.906250 1694027268.2329
MEM 132.906250 1694027268.3353
MEM 132.906250 1694027268.4364
MEM 132.906250 1694027268.5416
MEM 132.906250 1694027268.6471
MEM 132.906250 1694027268.7520
MEM 132.906250 1694027268.8559
MEM 132.906250 1694027268.9615
MEM 132.906250 1694027269.0656
MEM 132.906250 1694027269.1713
MEM 132.906250 1694027269.2755
MEM 132.906250 1694027269.3788
MEM 132.914062 1694027269.4809
MEM 132.914062 1694027269.5829
MEM 132.914062 1694027269.6874
MEM 132.921875 1694027269.7913
MEM 132.921875 1694027269.8941
MEM 132.921875 1694027269.9998
MEM 132.921875 1694027270.1045
MEM 132.921875 1694027270.2101
MEM 132.921875 1694027270.3144
MEM 132.921875 1694027270.4201
MEM 132.921875 1694027270.5224
MEM 132.921875 1694027270.6280
MEM 132.921875 1694027270.7323
MEM 132.996094 1694027270.8325
MEM 133.078125 1694027270.9376
MEM 133.347656 1694027271.0428
MEM 133.476562 1694027271.1448
MEM 133.585938 1694027271.2485
MEM 134.355469 1694027271.3504
MEM 134.406250 1694027271.4554
MEM 134.410156 1694027271.5604
MEM 134.414062 1694027271.6635
MEM 134.414062 1694027271.7649
MEM 134.414062 1694027271.8659
MEM 134.433594 1694027271.9700
MEM 134.433594 1694027272.0751
MEM 134.433594 1694027272.1803
MEM 134.433594 1694027272.2854
MEM 134.066406 1694027272.3905
MEM 134.101562 1694027272.4913
MEM 134.140625 1694027272.5964
MEM 134.265625 1694027272.6993
MEM 134.281250 1694027272.8012
MEM 134.304688 1694027272.9032
MEM 134.316406 1694027273.0049
MEM 134.328125 1694027273.1095
MEM 134.667969 1694027273.2147
MEM 134.699219 1694027273.3153
MEM 134.730469 1694027273.4204
MEM 134.761719 1694027273.5250
MEM 134.789062 1694027273.6297
MEM 134.789062 1694027273.7303
MEM 134.789062 1694027273.8356
MEM 134.789062 1694027273.9384
MEM 131.820312 1694027274.0403
MEM 131.820312 1694027274.1447
MEM 132.910156 1694027274.2488
MEM 132.917969 1694027274.3541
MEM 132.917969 1694027274.4596
MEM 132.917969 1694027274.5644
MEM 132.917969 1694027274.6649
MEM 132.917969 1694027274.7704
MEM 132.917969 1694027274.8752
MEM 132.917969 1694027274.9788
MEM 132.917969 1694027275.0819
MEM 132.917969 1694027275.1874
MEM 133.406250 1694027275.2930
MEM 133.406250 1694027275.3978
MEM 133.406250 1694027275.5034
MEM 133.406250 1694027275.6091
MEM 133.406250 1694027275.7146
MEM 133.406250 1694027275.8155
MEM 133.406250 1694027275.9171
MEM 133.406250 1694027276.0197
MEM 133.406250 1694027276.1225
MEM 133.406250 1694027276.2269
MEM 134.957031 1694027276.3307
MEM 134.957031 1694027276.4332
MEM 134.957031 1694027276.5369
MEM 134.957031 1694027276.6420
MEM 134.957031 1694027276.7445
MEM 134.957031 1694027276.8494
MEM 134.957031 1694027276.9545
MEM 134.957031 1694027277.0598
MEM 134.957031 1694027277.1602
MEM 135.910156 1694027277.2606
MEM 135.910156 1694027277.3642
MEM 135.910156 1694027277.4682
MEM 135.910156 1694027277.5737
MEM 135.910156 1694027277.6785
MEM 135.910156 1694027277.7826
MEM 135.910156 1694027277.8872
MEM 135.910156 1694027277.9890
MEM 135.910156 1694027278.0917
MEM 135.910156 1694027278.1971
MEM 137.113281 1694027278.3023
MEM 137.113281 1694027278.4035
MEM 137.019531 1694027278.5061
MEM 137.019531 1694027278.6073
MEM 137.019531 1694027278.7075
MEM 137.019531 1694027278.8096
MEM 137.019531 1694027278.9148
MEM 137.019531 1694027279.0181
MEM 137.019531 1694027279.1207
MEM 137.019531 1694027279.2261
MEM 137.035156 1694027279.3301
MEM 137.035156 1694027279.4332
MEM 137.035156 1694027279.5390
MEM 137.035156 1694027279.6409
MEM 137.035156 1694027279.7446
MEM 137.035156 1694027279.8493
MEM 137.035156 1694027279.9518
MEM 136.851562 1694027280.0536
MEM 136.851562 1694027280.1592
MEM 136.851562 1694027280.2649
MEM 137.335938 1694027280.3657
MEM 137.335938 1694027280.4705
MEM 137.335938 1694027280.5762
MEM 137.335938 1694027280.6793
MEM 137.335938 1694027280.7812
MEM 137.335938 1694027280.8852
MEM 137.335938 1694027280.9873
MEM 137.335938 1694027281.0895
MEM 137.335938 1694027281.1952
MEM 137.347656 1694027281.2973
MEM 137.347656 1694027281.4028
MEM 137.347656 1694027281.5067
MEM 137.347656 1694027281.6119
MEM 137.347656 1694027281.7150
MEM 137.347656 1694027281.8170
MEM 137.347656 1694027281.9180
MEM 137.347656 1694027282.0196
MEM 137.332031 1694027282.1238
MEM 137.332031 1694027282.2280
MEM 137.332031 1694027282.3286
MEM 137.332031 1694027282.4326
MEM 137.332031 1694027282.5375
MEM 137.332031 1694027282.6426
MEM 137.332031 1694027282.7482
MEM 137.332031 1694027282.8511
MEM 137.332031 1694027282.9564
MEM 137.332031 1694027283.0567
MEM 137.332031 1694027283.1574
MEM 137.332031 1694027283.2589
MEM 137.332031 1694027283.3631
MEM 137.332031 1694027283.4684
MEM 137.332031 1694027283.5737
MEM 137.332031 1694027283.6771
MEM 137.332031 1694027283.7788
MEM 137.332031 1694027283.8808
MEM 137.332031 1694027283.9819
MEM 137.332031 1694027284.0833
MEM 137.332031 1694027284.1842
MEM 136.660156 1694027284.2893
MEM 137.343750 1694027284.3945
MEM 137.343750 1694027284.4949
MEM 137.343750 1694027284.6001
MEM 137.343750 1694027284.7033
MEM 137.343750 1694027284.8052
MEM 137.343750 1694027284.9104
MEM 137.343750 1694027285.0148
MEM 137.343750 1694027285.1158
MEM 137.343750 1694027285.2189
MEM 137.359375 1694027285.3241
MEM 137.359375 1694027285.4284
MEM 137.359375 1694027285.5307
MEM 137.359375 1694027285.6316
MEM 137.359375 1694027285.7351
MEM 137.359375 1694027285.8369
MEM 137.359375 1694027285.9380
MEM 137.359375 1694027286.0389
MEM 137.359375 1694027286.1408
MEM 137.359375 1694027286.2425
MEM 137.359375 1694027286.3459
MEM 137.359375 1694027286.4485
MEM 137.359375 1694027286.5540
MEM 137.359375 1694027286.6588
MEM 137.359375 1694027286.7632
MEM 137.359375 1694027286.8663
MEM 137.359375 1694027286.9717
MEM 137.359375 1694027287.0743
MEM 137.359375 1694027287.1766
MEM 137.359375 1694027287.2787
MEM 137.359375 1694027287.3844
MEM 137.359375 1694027287.4861
MEM 137.359375 1694027287.5914
MEM 137.359375 1694027287.6946
MEM 137.359375 1694027287.7994
MEM 137.359375 1694027287.9008
MEM 137.359375 1694027288.0060
MEM 137.359375 1694027288.1092
MEM 137.359375 1694027288.2111
MEM 137.359375 1694027288.3164
MEM 137.359375 1694027288.4218
MEM 137.140625 1694027288.5229
MEM 137.140625 1694027288.6243
MEM 137.140625 1694027288.7295
MEM 137.140625 1694027288.8347
MEM 137.140625 1694027288.9401
MEM 137.140625 1694027289.0445
MEM 137.140625 1694027289.1498
MEM 137.140625 1694027289.2540
MEM 137.953125 1694027289.3564
MEM 137.953125 1694027289.4616
MEM 137.953125 1694027289.5623
MEM 137.953125 1694027289.6637
MEM 137.953125 1694027289.7668
MEM 136.878906 1694027289.8670
MEM 135.847656 1694027289.9715
MEM 135.847656 1694027290.0730
MEM 135.847656 1694027290.1781
MEM 135.847656 1694027290.2833
MEM 135.847656 1694027290.3837
MEM 135.847656 1694027290.4856
MEM 135.929688 1694027290.5892
MEM 135.929688 1694027290.6946
MEM 135.929688 1694027290.7973
MEM 135.929688 1694027290.8989
MEM 135.781250 1694027291.0031
MEM 135.781250 1694027291.1084
MEM 135.882812 1694027291.2097
MEM 135.882812 1694027291.3110
MEM 136.011719 1694027291.4163
MEM 136.011719 1694027291.5201
MEM 136.011719 1694027291.6207
MEM 136.011719 1694027291.7234
MEM 136.011719 1694027291.8245
MEM 136.011719 1694027291.9284
MEM 136.011719 1694027292.0317
MEM 135.953125 1694027292.1325
MEM 135.953125 1694027292.2366
MEM 135.953125 1694027292.3420
MEM 135.953125 1694027292.4460
MEM 135.460938 1694027292.5469
MEM 135.039062 1694027292.6472
MEM 135.039062 1694027292.7510
MEM 135.039062 1694027292.8515
MEM 135.039062 1694027292.9565
MEM 135.039062 1694027293.0571
MEM 135.039062 1694027293.1616
MEM 135.039062 1694027293.2624
MEM 135.039062 1694027293.3628
MEM 135.023438 1694027293.4649
MEM 135.023438 1694027293.5700
MEM 135.023438 1694027293.6718
MEM 135.023438 1694027293.7735
MEM 135.023438 1694027293.8748
MEM 135.023438 1694027293.9758
MEM 135.023438 1694027294.0809
MEM 135.023438 1694027294.1830
MEM 135.023438 1694027294.2876
MEM 135.027344 1694027294.3929
MEM 135.027344 1694027294.4972
MEM 135.031250 1694027294.6026
MEM 135.031250 1694027294.7058
MEM 131.328125 1694027294.8067
MEM 129.390625 1694027294.9106
MEM 96.992188 1694027295.0128
MEM 96.992188 1694027295.1137
MEM 94.019531 1694027295.2185
MEM 93.027344 1694027295.3218
MEM 92.875000 1694027295.4271
MEM 92.921875 1694027295.5289
MEM 92.937500 1694027295.6292
MEM 92.937500 1694027295.7322
MEM 92.937500 1694027295.8348
MEM 92.953125 1694027295.9357
MEM 92.953125 1694027296.0409
MEM 92.953125 1694027296.1461
MEM 91.531250 1694027296.2489
MEM 91.531250 1694027296.3522
MEM 91.546875 1694027296.4550
MEM 91.550781 1694027296.5604
MEM 91.550781 1694027296.6632
MEM 91.550781 1694027296.7673
MEM 91.554688 1694027296.8690
MEM 91.558594 1694027296.9746
MEM 91.566406 1694027297.0785
MEM 91.566406 1694027297.1839
MEM 91.636719 1694027297.2892
MEM 91.851562 1694027297.3934
MEM 91.851562 1694027297.4972
MEM 91.851562 1694027297.6027
MEM 91.851562 1694027297.7046
MEM 92.011719 1694027297.8094
MEM 92.011719 1694027297.9131
MEM 92.011719 1694027298.0175
MEM 92.011719 1694027298.1215
MEM 92.011719 1694027298.2266
MEM 92.011719 1694027298.3276
MEM 93.046875 1694027298.4285
MEM 93.046875 1694027298.5340
MEM 93.050781 1694027298.6360
MEM 93.050781 1694027298.7407
MEM 93.050781 1694027298.8458
MEM 93.050781 1694027298.9509
MEM 92.691406 1694027299.0539
MEM 92.019531 1694027299.1592
MEM 92.023438 1694027299.2621
MEM 92.023438 1694027299.3651
MEM 93.042969 1694027299.4684
MEM 93.042969 1694027299.5735
MEM 92.441406 1694027299.6746
MEM 92.441406 1694027299.7749
MEM 92.441406 1694027299.8758
MEM 92.441406 1694027299.9802
MEM 92.441406 1694027300.0809
MEM 92.441406 1694027300.1822
MEM 92.441406 1694027300.2871
MEM 92.507812 1694027300.3913
MEM 92.507812 1694027300.4946
MEM 92.507812 1694027300.5985
MEM 92.507812 1694027300.7035
MEM 92.507812 1694027300.8041
MEM 92.507812 1694027300.9060
MEM 92.507812 1694027301.0080
MEM 92.507812 1694027301.1118
MEM 92.722656 1694027301.2171
MEM 92.722656 1694027301.3208
MEM 93.105469 1694027301.4259
MEM 93.109375 1694027301.5278
MEM 93.109375 1694027301.6290
MEM 93.113281 1694027301.7342
MEM 93.113281 1694027301.8358
MEM 93.117188 1694027301.9392
MEM 93.117188 1694027302.0426
MEM 93.117188 1694027302.1477
MEM 93.117188 1694027302.2499
MEM 93.117188 1694027302.3550
MEM 93.132812 1694027302.4606
MEM 93.132812 1694027302.5616
MEM 95.031250 1694027302.6640
MEM 95.031250 1694027302.7679
MEM 95.031250 1694027302.8707
MEM 95.031250 1694027302.9751
MEM 95.031250 1694027303.0799
MEM 96.246094 1694027303.1852
MEM 96.246094 1694027303.2863
MEM 96.246094 1694027303.3872
MEM 96.246094 1694027303.4883
MEM 96.246094 1694027303.5896
MEM 96.246094 1694027303.6902
MEM 96.246094 1694027303.7955
MEM 96.250000 1694027303.8974
MEM 96.250000 1694027303.9981
MEM 96.250000 1694027304.1036
MEM 96.250000 1694027304.2080
MEM 96.250000 1694027304.3096
MEM 96.253906 1694027304.4138
MEM 96.253906 1694027304.5169
MEM 96.253906 1694027304.6188
MEM 96.253906 1694027304.7240
MEM 96.253906 1694027304.8282
MEM 96.253906 1694027304.9337
MEM 96.253906 1694027305.0367
MEM 96.253906 1694027305.1388
MEM 96.253906 1694027305.2424
MEM 96.253906 1694027305.3435
MEM 96.253906 1694027305.4487
MEM 96.253906 1694027305.5512
MEM 96.253906 1694027305.6566
MEM 96.253906 1694027305.7621
MEM 96.253906 1694027305.8666
MEM 96.253906 1694027305.9719
MEM 96.253906 1694027306.0773
MEM 96.253906 1694027306.1805
MEM 96.253906 1694027306.2823
MEM 96.253906 1694027306.3879
MEM 96.457031 1694027306.4933
MEM 96.457031 1694027306.5942
MEM 96.457031 1694027306.6994
MEM 96.457031 1694027306.8045
MEM 96.457031 1694027306.9096
MEM 96.460938 1694027307.0148
MEM 96.460938 1694027307.1200
MEM 96.460938 1694027307.2252
MEM 96.464844 1694027307.3304
MEM 96.464844 1694027307.4355
MEM 96.464844 1694027307.5408
MEM 96.464844 1694027307.6460
MEM 96.464844 1694027307.7506
MEM 96.464844 1694027307.8536
MEM 96.464844 1694027307.9565
MEM 96.464844 1694027308.0600
MEM 96.464844 1694027308.1650
MEM 96.464844 1694027308.2695
MEM 96.464844 1694027308.3706
MEM 96.609375 1694027308.4740
MEM 96.609375 1694027308.5795
MEM 96.609375 1694027308.6851
MEM 96.609375 1694027308.7882
MEM 96.609375 1694027308.8937
MEM 96.609375 1694027308.9975
MEM 96.691406 1694027309.1018
MEM 96.761719 1694027309.2072
MEM 96.761719 1694027309.3123
MEM 96.761719 1694027309.4152
MEM 96.761719 1694027309.5173
MEM 96.761719 1694027309.6210
MEM 96.761719 1694027309.7219
MEM 96.761719 1694027309.8264
MEM 96.761719 1694027309.9281
MEM 96.761719 1694027310.0291
MEM 96.761719 1694027310.1307
MEM 96.761719 1694027310.2328
MEM 96.761719 1694027310.3385
MEM 96.761719 1694027310.4413
MEM 96.761719 1694027310.5446
MEM 96.761719 1694027310.6465
MEM 96.761719 1694027310.7517
MEM 96.765625 1694027310.8549
MEM 96.765625 1694027310.9568
MEM 96.765625 1694027311.0591
MEM 96.765625 1694027311.1623
MEM 96.765625 1694027311.2660
MEM 96.765625 1694027311.3710
MEM 96.765625 1694027311.4715
MEM 96.765625 1694027311.5770
MEM 96.765625 1694027311.6825
MEM 96.765625 1694027311.7835
MEM 96.765625 1694027311.8867
MEM 96.765625 1694027311.9919
MEM 96.765625 1694027312.0959
MEM 96.765625 1694027312.2014
MEM 96.765625 1694027312.3069
MEM 96.765625 1694027312.4109
MEM 96.765625 1694027312.5163
MEM 96.765625 1694027312.6209
MEM 96.765625 1694027312.7264
MEM 96.765625 1694027312.8289
MEM 96.765625 1694027312.9302
MEM 96.765625 1694027313.0326
MEM 96.765625 1694027313.1345
MEM 96.765625 1694027313.2358
MEM 99.222656 1694027313.3375
MEM 103.835938 1694027313.4427
MEM 106.988281 1694027313.5462
MEM 106.988281 1694027313.6518
MEM 107.679688 1694027313.7532
MEM 110.675781 1694027313.8563
MEM 111.281250 1694027313.9607
MEM 112.414062 1694027314.0631
MEM 112.597656 1694027314.1643
MEM 112.816406 1694027314.2688
MEM 112.820312 1694027314.3733
MEM 112.820312 1694027314.4764
MEM 112.957031 1694027314.5797
MEM 113.015625 1694027314.6824
MEM 113.031250 1694027314.7866
MEM 113.031250 1694027314.8917
MEM 113.367188 1694027314.9968
MEM 113.398438 1694027315.1019
MEM 113.574219 1694027315.2032
MEM 113.574219 1694027315.3060
MEM 113.656250 1694027315.4111
MEM 113.656250 1694027315.5162
MEM 113.746094 1694027315.6187
MEM 113.746094 1694027315.7210
MEM 115.578125 1694027315.8262
MEM 115.582031 1694027315.9291
MEM 115.582031 1694027316.0296
MEM 115.582031 1694027316.1327
MEM 115.582031 1694027316.2370
MEM 115.582031 1694027316.3424
MEM 115.632812 1694027316.4454
MEM 115.632812 1694027316.5467
MEM 115.632812 1694027316.6488
MEM 115.632812 1694027316.7540
MEM 115.632812 1694027316.8569
MEM 115.632812 1694027316.9619
MEM 115.632812 1694027317.0672
MEM 115.632812 1694027317.1724
MEM 115.632812 1694027317.2774
MEM 115.636719 1694027317.3829
MEM 115.664062 1694027317.4846
MEM 115.664062 1694027317.5877
MEM 115.664062 1694027317.6932
MEM 115.664062 1694027317.7958
MEM 115.664062 1694027317.8993
MEM 115.664062 1694027318.0010
MEM 115.664062 1694027318.1060
MEM 115.664062 1694027318.2081
MEM 115.664062 1694027318.3138
MEM 115.664062 1694027318.4172
MEM 115.714844 1694027318.5188
MEM 115.714844 1694027318.6245
MEM 115.714844 1694027318.7288
MEM 115.714844 1694027318.8331
MEM 115.714844 1694027318.9385
MEM 115.714844 1694027319.0441
MEM 115.714844 1694027319.1459
MEM 115.714844 1694027319.2476
MEM 115.714844 1694027319.3532
MEM 115.714844 1694027319.4581
MEM 115.722656 1694027319.5631
MEM 115.722656 1694027319.6634
MEM 115.722656 1694027319.7651
MEM 115.722656 1694027319.8661
MEM 115.722656 1694027319.9712
MEM 115.722656 1694027320.0764
MEM 115.722656 1694027320.1771
MEM 115.722656 1694027320.2824
MEM 115.722656 1694027320.3875
MEM 115.722656 1694027320.4932
MEM 115.722656 1694027320.5967
MEM 115.722656 1694027320.6984
MEM 115.722656 1694027320.8044
MEM 115.722656 1694027320.9101
MEM 115.722656 1694027321.0148
MEM 115.722656 1694027321.1194
MEM 115.722656 1694027321.2249
MEM 115.722656 1694027321.3264
MEM 115.722656 1694027321.4282
MEM 115.722656 1694027321.5339
MEM 115.722656 1694027321.6367
MEM 115.722656 1694027321.7425
MEM 115.722656 1694027321.8450
MEM 115.722656 1694027321.9502
MEM 115.730469 1694027322.0555
MEM 115.742188 1694027322.1569
MEM 115.746094 1694027322.2622
MEM 115.746094 1694027322.3657
MEM 115.750000 1694027322.4675
MEM 115.750000 1694027322.5703
MEM 115.750000 1694027322.6731
MEM 115.750000 1694027322.7779
MEM 115.757812 1694027322.8822
MEM 115.757812 1694027322.9852
MEM 115.765625 1694027323.0903
MEM 115.781250 1694027323.1955
MEM 115.781250 1694027323.3000
MEM 115.781250 1694027323.4050
MEM 115.781250 1694027323.5091
MEM 118.351562 1694027323.6143
MEM 118.351562 1694027323.7195
MEM 125.839844 1694027323.8248
MEM 125.949219 1694027323.9300
MEM 125.949219 1694027324.0597
MEM 125.984375 1694027324.1633
MEM 126.015625 1694027324.2686
MEM 126.015625 1694027324.3740
MEM 126.015625 1694027324.4780
MEM 126.015625 1694027324.5809
MEM 126.015625 1694027324.6863
MEM 126.015625 1694027324.7907
MEM 126.015625 1694027324.8914
MEM 126.015625 1694027324.9929
MEM 126.015625 1694027325.0957
MEM 126.121094 1694027325.1993
MEM 126.226562 1694027325.3026
MEM 126.585938 1694027325.4078
MEM 126.574219 1694027325.5132
MEM 126.574219 1694027325.6172
MEM 126.574219 1694027325.7188
MEM 126.574219 1694027325.8243
MEM 126.574219 1694027325.9296
MEM 126.574219 1694027326.0349
MEM 126.574219 1694027326.1376
MEM 126.574219 1694027326.2431
MEM 126.574219 1694027326.3472
MEM 126.574219 1694027326.4527
MEM 126.574219 1694027326.5581
MEM 126.574219 1694027326.6616
MEM 126.574219 1694027326.7647
MEM 126.574219 1694027326.8656
MEM 126.574219 1694027326.9709
MEM 126.574219 1694027327.0763
MEM 126.574219 1694027327.1809
MEM 126.574219 1694027327.2859
MEM 126.574219 1694027327.3886
MEM 126.574219 1694027327.4938
MEM 126.574219 1694027327.5992
MEM 203.117188 1694027327.7010
MEM 204.460938 1694027327.8061
MEM 204.460938 1694027327.9113
MEM 204.476562 1694027328.0167
MEM 204.476562 1694027328.1223
MEM 204.476562 1694027328.2258
MEM 204.476562 1694027328.3283
MEM 204.476562 1694027328.4342
MEM 204.476562 1694027328.5399
MEM 204.476562 1694027328.6432
MEM 204.476562 1694027328.7466
MEM 204.476562 1694027328.8491
MEM 204.476562 1694027328.9548
MEM 204.476562 1694027329.0592
MEM 204.476562 1694027329.1611
MEM 204.476562 1694027329.2648
MEM 204.476562 1694027329.3705
MEM 204.476562 1694027329.4737
MEM 204.476562 1694027329.5781
MEM 204.476562 1694027329.6823
MEM 204.476562 1694027329.7855
MEM 204.476562 1694027329.8912
MEM 204.410156 1694027329.9946
MEM 204.726562 1694027330.0997
MEM 205.417969 1694027330.2049
