CMDLINE /Users/jsopkin/Library/Caches/pypoetry/virtualenvs/memory-leak-aQ-LIkNN-py3.11/bin/python flow.py
MEM 164.542969 1694027211.4516
MEM 164.542969 1694027211.5567
MEM 164.542969 1694027211.6581
MEM 164.542969 1694027211.7612
MEM 164.542969 1694027211.8661
MEM 164.542969 1694027211.9676
MEM 164.542969 1694027212.0681
MEM 164.542969 1694027212.1702
MEM 164.542969 1694027212.2742
MEM 164.542969 1694027212.3765
MEM 164.554688 1694027212.4795
MEM 164.554688 1694027212.5847
MEM 164.554688 1694027212.6861
MEM 164.554688 1694027212.7913
MEM 164.554688 1694027212.8952
MEM 164.554688 1694027212.9999
MEM 164.554688 1694027213.1052
MEM 164.554688 1694027213.2103
MEM 164.554688 1694027213.3155
MEM 164.554688 1694027213.4208
MEM 164.554688 1694027213.5264
MEM 164.554688 1694027213.6288
MEM 164.554688 1694027213.7316
MEM 164.554688 1694027213.8359
MEM 164.570312 1694027213.9374
MEM 164.570312 1694027214.0426
MEM 164.589844 1694027214.1455
MEM 164.597656 1694027214.2456
MEM 164.597656 1694027214.3462
MEM 164.597656 1694027214.4502
MEM 164.597656 1694027214.5552
MEM 164.597656 1694027214.6575
MEM 164.597656 1694027214.7628
MEM 164.054688 1694027214.8681
MEM 164.167969 1694027214.9736
MEM 164.167969 1694027215.0775
MEM 164.167969 1694027215.1818
MEM 164.183594 1694027215.2829
MEM 164.183594 1694027215.3882
MEM 164.183594 1694027215.4909
MEM 164.183594 1694027215.5928
MEM 164.183594 1694027215.6963
MEM 164.183594 1694027215.8013
MEM 164.183594 1694027215.9043
MEM 164.218750 1694027216.0093
MEM 164.218750 1694027216.1134
MEM 164.218750 1694027216.2183
MEM 164.218750 1694027216.3235
MEM 164.218750 1694027216.4288
MEM 164.218750 1694027216.5295
MEM 164.218750 1694027216.6350
MEM 164.218750 1694027216.7402
MEM 164.218750 1694027216.8455
MEM 164.218750 1694027216.9465
MEM 164.285156 1694027217.0475
MEM 164.285156 1694027217.1484
MEM 164.285156 1694027217.2530
MEM 164.285156 1694027217.3566
MEM 164.285156 1694027217.4596
MEM 164.285156 1694027217.5646
MEM 164.285156 1694027217.6697
MEM 164.285156 1694027217.7748
MEM 164.285156 1694027217.8800
MEM 164.285156 1694027217.9815
MEM 164.285156 1694027218.0870
MEM 164.285156 1694027218.1924
MEM 164.300781 1694027218.2977
MEM 164.312500 1694027218.4008
MEM 164.312500 1694027218.5021
MEM 164.312500 1694027218.6072
MEM 164.312500 1694027218.7095
MEM 164.312500 1694027218.8098
MEM 164.312500 1694027218.9133
MEM 164.316406 1694027219.0185
MEM 164.316406 1694027219.1234
MEM 164.316406 1694027219.2266
MEM 164.316406 1694027219.3296
MEM 164.316406 1694027219.4334
MEM 164.316406 1694027219.5390
MEM 164.332031 1694027219.6396
MEM 164.332031 1694027219.7448
MEM 164.332031 1694027219.8503
MEM 164.332031 1694027219.9510
MEM 162.964844 1694027220.0515
MEM 162.964844 1694027220.1560
MEM 162.964844 1694027220.2607
MEM 162.964844 1694027220.3668
MEM 162.964844 1694027220.4684
MEM 162.964844 1694027220.5729
MEM 162.964844 1694027220.6783
MEM 162.964844 1694027220.7839
MEM 162.964844 1694027220.8893
MEM 162.996094 1694027220.9947
MEM 162.996094 1694027221.0968
MEM 162.996094 1694027221.2023
MEM 162.996094 1694027221.3076
MEM 162.996094 1694027221.4122
MEM 162.996094 1694027221.5179
MEM 162.996094 1694027221.6203
MEM 162.996094 1694027221.7230
MEM 162.996094 1694027221.8284
MEM 162.996094 1694027221.9335
MEM 162.996094 1694027222.0387
MEM 162.378906 1694027222.1413
MEM 162.378906 1694027222.2424
MEM 162.042969 1694027222.3431
MEM 162.042969 1694027222.4462
MEM 162.042969 1694027222.5507
MEM 162.042969 1694027222.6549
MEM 162.042969 1694027222.7584
MEM 162.042969 1694027222.8638
MEM 162.042969 1694027222.9669
MEM 162.042969 1694027223.0720
MEM 162.042969 1694027223.1774
MEM 162.042969 1694027223.2795
MEM 162.042969 1694027223.3853
MEM 162.042969 1694027223.4862
MEM 162.042969 1694027223.5919
MEM 162.042969 1694027223.6957
MEM 162.042969 1694027223.7993
MEM 162.042969 1694027223.9050
MEM 162.042969 1694027224.0072
MEM 162.042969 1694027224.1111
MEM 162.042969 1694027224.2138
MEM 162.042969 1694027224.3188
MEM 162.042969 1694027224.4210
MEM 160.402344 1694027224.5244
MEM 160.402344 1694027224.6258
MEM 160.414062 1694027224.7311
MEM 160.414062 1694027224.8363
MEM 160.414062 1694027224.9369
MEM 160.414062 1694027225.0426
MEM 160.414062 1694027225.1476
MEM 158.964844 1694027225.2530
MEM 158.964844 1694027225.3562
MEM 158.964844 1694027225.4606
MEM 158.964844 1694027225.5645
MEM 158.964844 1694027225.6699
MEM 158.964844 1694027225.7749
MEM 158.964844 1694027225.8787
MEM 158.964844 1694027225.9805
MEM 158.964844 1694027226.0813
MEM 158.964844 1694027226.1839
MEM 148.496094 1694027226.2877
MEM 136.894531 1694027226.3916
MEM 137.039062 1694027226.4968
MEM 137.050781 1694027226.6005
MEM 137.050781 1694027226.7042
MEM 137.050781 1694027226.8054
MEM 137.414062 1694027226.9086
MEM 138.128906 1694027227.0136
MEM 138.761719 1694027227.1171
MEM 139.378906 1694027227.2197
MEM 139.980469 1694027227.3247
MEM 140.199219 1694027227.4297
MEM 140.546875 1694027227.5332
MEM 140.582031 1694027227.6354
MEM 140.617188 1694027227.7379
MEM 140.617188 1694027227.8428
MEM 140.617188 1694027227.9459
MEM 140.648438 1694027228.0509
MEM 140.648438 1694027228.1544
MEM 140.863281 1694027228.2554
MEM 140.925781 1694027228.3599
MEM 140.925781 1694027228.4631
MEM 140.933594 1694027228.5639
MEM 140.933594 1694027228.6668
MEM 140.933594 1694027228.7687
MEM 141.519531 1694027228.8701
MEM 141.566406 1694027228.9725
MEM 141.980469 1694027229.0747
MEM 141.992188 1694027229.1760
MEM 142.011719 1694027229.2812
MEM 142.125000 1694027229.3820
MEM 142.164062 1694027229.4841
MEM 142.242188 1694027229.5863
MEM 142.496094 1694027229.6882
MEM 142.550781 1694027229.7933
MEM 142.484375 1694027229.8969
MEM 144.011719 1694027229.9990
MEM 144.011719 1694027230.1044
MEM 144.011719 1694027230.2097
MEM 144.011719 1694027230.3153
MEM 144.011719 1694027230.4209
MEM 144.011719 1694027230.5264
MEM 144.011719 1694027230.6314
MEM 144.011719 1694027230.7370
MEM 144.011719 1694027230.8385
MEM 144.011719 1694027230.9436
MEM 144.011719 1694027231.0458
MEM 144.011719 1694027231.1496
MEM 144.011719 1694027231.2503
MEM 144.011719 1694027231.3559
MEM 144.011719 1694027231.4615
MEM 144.011719 1694027231.5670
MEM 144.011719 1694027231.6725
MEM 144.011719 1694027231.7762
MEM 144.015625 1694027231.8787
MEM 144.015625 1694027231.9812
MEM 146.136719 1694027232.0850
MEM 146.136719 1694027232.1864
MEM 146.136719 1694027232.2913
MEM 146.136719 1694027232.3954
MEM 146.136719 1694027232.4981
MEM 146.136719 1694027232.6037
MEM 146.152344 1694027232.7050
MEM 146.152344 1694027232.8099
MEM 146.152344 1694027232.9126
MEM 146.152344 1694027233.0146
MEM 147.324219 1694027233.1154
MEM 147.324219 1694027233.2207
MEM 147.324219 1694027233.3259
MEM 147.324219 1694027233.4312
MEM 147.324219 1694027233.5367
MEM 147.324219 1694027233.6384
MEM 147.324219 1694027233.7403
MEM 140.386719 1694027233.8510
MEM 140.386719 1694027233.9531
MEM 140.410156 1694027234.0555
MEM 140.410156 1694027234.1609
MEM 140.410156 1694027234.2650
MEM 140.410156 1694027234.3704
MEM 140.410156 1694027234.4760
MEM 140.410156 1694027234.5817
MEM 140.410156 1694027234.6857
MEM 140.410156 1694027234.7902
MEM 140.410156 1694027234.8957
MEM 140.410156 1694027234.9988
MEM 142.039062 1694027235.1023
MEM 142.050781 1694027235.2055
MEM 142.050781 1694027235.3086
MEM 142.050781 1694027235.4137
MEM 142.050781 1694027235.5188
MEM 142.050781 1694027235.6240
MEM 142.050781 1694027235.7291
MEM 142.054688 1694027235.8342
MEM 142.054688 1694027235.9376
MEM 142.054688 1694027236.0410
MEM 142.054688 1694027236.1466
MEM 142.054688 1694027236.2495
MEM 133.746094 1694027236.3548
MEM 133.746094 1694027236.4606
MEM 133.746094 1694027236.5634
MEM 133.746094 1694027236.6656
MEM 133.746094 1694027236.7694
MEM 133.746094 1694027236.8736
MEM 133.746094 1694027236.9789
MEM 135.156250 1694027237.0799
MEM 135.156250 1694027237.1854
MEM 135.156250 1694027237.2906
MEM 135.156250 1694027237.3961
MEM 135.156250 1694027237.5017
MEM 135.156250 1694027237.6037
MEM 135.156250 1694027237.7094
MEM 135.171875 1694027237.8152
MEM 135.171875 1694027237.9208
MEM 135.171875 1694027238.0261
MEM 135.171875 1694027238.1291
MEM 135.171875 1694027238.2309
MEM 135.171875 1694027238.3319
MEM 135.171875 1694027238.4373
MEM 135.171875 1694027238.5412
MEM 135.171875 1694027238.6465
MEM 135.171875 1694027238.7477
MEM 135.171875 1694027238.8528
MEM 134.328125 1694027238.9552
MEM 134.328125 1694027239.0602
MEM 134.343750 1694027239.1629
MEM 134.343750 1694027239.2681
MEM 134.343750 1694027239.3696
MEM 134.343750 1694027239.4744
MEM 134.343750 1694027239.5797
MEM 134.343750 1694027239.6829
MEM 134.343750 1694027239.7882
MEM 134.343750 1694027239.8928
MEM 134.343750 1694027239.9954
MEM 134.722656 1694027240.0971
MEM 134.722656 1694027240.1988
MEM 134.722656 1694027240.3026
MEM 134.722656 1694027240.4070
MEM 134.722656 1694027240.5121
MEM 134.722656 1694027240.6157
MEM 134.722656 1694027240.7189
MEM 134.722656 1694027240.8216
MEM 134.722656 1694027240.9224
MEM 134.722656 1694027241.0276
MEM 134.343750 1694027241.1327
MEM 134.343750 1694027241.2329
MEM 134.343750 1694027241.3358
MEM 134.343750 1694027241.4382
MEM 134.343750 1694027241.5439
MEM 134.343750 1694027241.6444
MEM 134.343750 1694027241.7447
MEM 134.343750 1694027241.8501
MEM 134.343750 1694027241.9536
MEM 134.343750 1694027242.0591
MEM 134.781250 1694027242.1647
MEM 134.781250 1694027242.2674
MEM 134.781250 1694027242.3728
MEM 134.781250 1694027242.4755
MEM 134.781250 1694027242.5804
MEM 134.781250 1694027242.6817
MEM 134.781250 1694027242.7821
MEM 134.781250 1694027242.8835
MEM 134.781250 1694027242.9880
MEM 134.781250 1694027243.0933
MEM 135.316406 1694027243.1973
MEM 135.316406 1694027243.2984
MEM 135.316406 1694027243.4041
MEM 135.316406 1694027243.5062
MEM 135.316406 1694027243.6091
MEM 135.316406 1694027243.7109
MEM 135.316406 1694027243.8162
MEM 135.316406 1694027243.9216
MEM 135.316406 1694027244.0267
MEM 135.390625 1694027244.1301
MEM 135.390625 1694027244.2347
MEM 135.390625 1694027244.3386
MEM 135.390625 1694027244.4432
MEM 135.312500 1694027244.5484
MEM 135.312500 1694027244.6491
MEM 135.312500 1694027244.7539
MEM 135.312500 1694027244.8568
MEM 135.312500 1694027244.9576
MEM 135.312500 1694027245.0628
MEM 135.507812 1694027245.1668
MEM 135.507812 1694027245.2684
MEM 135.507812 1694027245.3715
MEM 135.507812 1694027245.4752
MEM 135.507812 1694027245.5793
MEM 135.507812 1694027245.6835
MEM 135.507812 1694027245.7852
MEM 135.507812 1694027245.8876
MEM 135.507812 1694027245.9899
MEM 135.507812 1694027246.0919
MEM 135.507812 1694027246.1937
MEM 135.507812 1694027246.2995
MEM 135.507812 1694027246.4049
MEM 135.507812 1694027246.5081
MEM 135.507812 1694027246.6132
MEM 135.507812 1694027246.7143
MEM 135.507812 1694027246.8169
MEM 135.507812 1694027246.9220
MEM 135.507812 1694027247.0243
MEM 135.937500 1694027247.1288
MEM 135.937500 1694027247.2335
MEM 135.937500 1694027247.3385
MEM 135.937500 1694027247.4424
MEM 135.937500 1694027247.5480
MEM 135.937500 1694027247.6536
MEM 135.937500 1694027247.7590
MEM 135.937500 1694027247.8635
MEM 135.937500 1694027247.9688
MEM 135.937500 1694027248.0740
MEM 135.937500 1694027248.1770
MEM 135.937500 1694027248.2825
MEM 135.937500 1694027248.3859
MEM 135.937500 1694027248.4870
MEM 135.937500 1694027248.5891
MEM 135.937500 1694027248.6947
MEM 135.937500 1694027248.8003
MEM 135.937500 1694027248.9052
MEM 135.937500 1694027249.0077
MEM 135.937500 1694027249.1132
MEM 136.085938 1694027249.2184
MEM 136.085938 1694027249.3235
MEM 136.085938 1694027249.4256
MEM 136.085938 1694027249.5286
MEM 136.085938 1694027249.6322
MEM 136.085938 1694027249.7368
MEM 136.085938 1694027249.8419
MEM 136.085938 1694027249.9438
MEM 136.085938 1694027250.0490
MEM 136.558594 1694027250.1541
MEM 136.558594 1694027250.2566
MEM 136.558594 1694027250.3575
MEM 136.558594 1694027250.4590
MEM 136.558594 1694027250.5642
MEM 136.558594 1694027250.6694
MEM 136.558594 1694027250.7750
MEM 136.558594 1694027250.8790
MEM 136.558594 1694027250.9840
MEM 136.558594 1694027251.0862
MEM 136.558594 1694027251.1892
MEM 136.558594 1694027251.2913
MEM 136.558594 1694027251.3930
MEM 136.558594 1694027251.4978
MEM 136.558594 1694027251.6023
MEM 136.558594 1694027251.7044
MEM 136.558594 1694027251.8084
MEM 136.558594 1694027251.9140
MEM 136.558594 1694027252.0187
MEM 136.558594 1694027252.1223
MEM 136.558594 1694027252.2268
MEM 136.558594 1694027252.3320
MEM 136.558594 1694027252.4371
MEM 136.558594 1694027252.5422
MEM 136.558594 1694027252.6474
MEM 136.558594 1694027252.7509
MEM 136.558594 1694027252.8560
MEM 136.558594 1694027252.9612
MEM 136.558594 1694027253.0656
MEM 136.558594 1694027253.1711
MEM 136.558594 1694027253.2723
MEM 136.558594 1694027253.3775
MEM 136.558594 1694027253.4793
MEM 136.558594 1694027253.5850
MEM 136.558594 1694027253.6905
MEM 136.558594 1694027253.7925
MEM 136.558594 1694027253.8980
MEM 136.558594 1694027254.0022
MEM 136.558594 1694027254.1066
MEM 136.800781 1694027254.2096
MEM 136.800781 1694027254.3154
MEM 136.800781 1694027254.4177
MEM 136.800781 1694027254.5226
MEM 136.800781 1694027254.6275
MEM 136.800781 1694027254.7306
MEM 136.800781 1694027254.8353
MEM 136.800781 1694027254.9376
MEM 136.800781 1694027255.0429
MEM 136.800781 1694027255.1460
MEM 136.800781 1694027255.2511
MEM 136.800781 1694027255.3567
MEM 136.800781 1694027255.4602
MEM 136.800781 1694027255.5647
MEM 136.800781 1694027255.6693
MEM 136.800781 1694027255.7697
MEM 136.800781 1694027255.8722
MEM 136.800781 1694027255.9748
MEM 136.800781 1694027256.0803
MEM 137.078125 1694027256.1816
MEM 136.945312 1694027256.2822
MEM 136.945312 1694027256.3874
MEM 136.945312 1694027256.4929
MEM 136.945312 1694027256.5943
MEM 136.945312 1694027256.6992
MEM 136.945312 1694027256.8003
