CMDLINE /Users/jsopkin/Library/Caches/pypoetry/virtualenvs/memory-leak-aQ-LIkNN-py3.11/bin/python flow.py
MEM 183.816406 1694029134.7493
MEM 183.816406 1694029134.8548
MEM 183.964844 1694029134.9567
MEM 184.097656 1694029135.0623
MEM 184.097656 1694029135.1652
MEM 184.097656 1694029135.2695
MEM 184.097656 1694029135.3738
MEM 184.097656 1694029135.4758
MEM 184.097656 1694029135.5787
MEM 184.097656 1694029135.6843
MEM 184.097656 1694029135.7891
MEM 184.109375 1694029135.8931
MEM 184.109375 1694029135.9987
MEM 184.109375 1694029136.1042
MEM 184.109375 1694029136.2081
MEM 184.109375 1694029136.3130
MEM 184.109375 1694029136.4177
MEM 184.109375 1694029136.5189
MEM 184.109375 1694029136.6230
MEM 184.109375 1694029136.7277
MEM 184.109375 1694029136.8323
MEM 184.109375 1694029136.9335
MEM 184.804688 1694029137.0367
MEM 184.804688 1694029137.1410
MEM 184.804688 1694029137.2451
MEM 184.804688 1694029137.3494
MEM 184.804688 1694029137.4545
MEM 184.804688 1694029137.5587
MEM 184.804688 1694029137.6627
MEM 184.804688 1694029137.7681
MEM 184.804688 1694029137.8692
MEM 184.804688 1694029137.9744
MEM 184.804688 1694029138.0771
MEM 184.804688 1694029138.1824
MEM 184.804688 1694029138.2872
MEM 184.804688 1694029138.3893
MEM 184.804688 1694029138.4942
MEM 184.804688 1694029138.5992
MEM 184.804688 1694029138.7047
MEM 184.804688 1694029138.8082
MEM 184.804688 1694029138.9096
MEM 185.195312 1694029139.0101
MEM 185.195312 1694029139.1153
MEM 185.195312 1694029139.2202
MEM 185.195312 1694029139.3233
MEM 185.195312 1694029139.4286
MEM 185.195312 1694029139.5327
MEM 185.195312 1694029139.6377
MEM 185.195312 1694029139.7390
MEM 185.195312 1694029139.8403
MEM 185.195312 1694029139.9413
MEM 185.652344 1694029140.0423
MEM 185.652344 1694029140.1460
MEM 185.652344 1694029140.2474
MEM 185.652344 1694029140.3521
MEM 185.652344 1694029140.4554
MEM 185.652344 1694029140.5603
MEM 185.652344 1694029140.6617
MEM 185.652344 1694029140.7635
MEM 185.652344 1694029140.8666
MEM 185.652344 1694029140.9674
MEM 186.820312 1694029141.0702
MEM 186.820312 1694029141.1723
MEM 186.820312 1694029141.2752
MEM 186.820312 1694029141.3801
MEM 186.820312 1694029141.4848
MEM 186.820312 1694029141.5883
MEM 186.820312 1694029141.6910
MEM 186.820312 1694029141.7939
MEM 186.820312 1694029141.8948
MEM 186.820312 1694029142.0003
MEM 186.820312 1694029142.1021
MEM 186.820312 1694029142.2053
MEM 186.820312 1694029142.3103
MEM 186.820312 1694029142.4125
MEM 186.820312 1694029142.5154
MEM 186.820312 1694029142.6209
MEM 186.820312 1694029142.7225
MEM 186.820312 1694029142.8233
MEM 186.820312 1694029142.9288
MEM 188.750000 1694029143.0298
MEM 188.750000 1694029143.1324
MEM 188.750000 1694029143.2374
MEM 188.750000 1694029143.3398
MEM 188.750000 1694029143.4453
MEM 188.750000 1694029143.5473
MEM 188.750000 1694029143.6505
MEM 188.750000 1694029143.7546
MEM 188.750000 1694029143.8596
MEM 188.750000 1694029143.9653
MEM 188.898438 1694029144.0703
MEM 188.898438 1694029144.1736
MEM 188.898438 1694029144.2784
MEM 188.898438 1694029144.3840
MEM 188.898438 1694029144.4878
MEM 188.898438 1694029144.5917
MEM 188.898438 1694029144.6949
MEM 188.898438 1694029144.7999
MEM 188.898438 1694029144.9053
MEM 188.898438 1694029145.0061
MEM 189.414062 1694029145.1109
MEM 189.414062 1694029145.2154
MEM 189.414062 1694029145.3184
MEM 189.414062 1694029145.4241
MEM 189.414062 1694029145.5290
MEM 189.414062 1694029145.6297
MEM 189.414062 1694029145.7316
MEM 189.414062 1694029145.8367
MEM 189.414062 1694029145.9377
MEM 189.414062 1694029146.0404
MEM 189.414062 1694029146.1457
MEM 189.414062 1694029146.2466
MEM 189.414062 1694029146.3494
MEM 189.414062 1694029146.4535
MEM 189.414062 1694029146.5581
MEM 189.414062 1694029146.6637
MEM 189.429688 1694029146.7686
MEM 189.429688 1694029146.8700
MEM 189.429688 1694029146.9744
MEM 189.566406 1694029147.0763
MEM 189.566406 1694029147.1817
MEM 189.566406 1694029147.2872
MEM 189.566406 1694029147.3888
MEM 189.566406 1694029147.5004
MEM 189.566406 1694029147.6015
MEM 189.566406 1694029147.7027
MEM 189.566406 1694029147.8100
MEM 189.566406 1694029147.9114
MEM 189.566406 1694029148.0167
MEM 189.968750 1694029148.1175
MEM 189.968750 1694029148.2192
MEM 189.968750 1694029148.3239
MEM 189.968750 1694029148.4246
MEM 189.968750 1694029148.5288
MEM 189.968750 1694029148.6293
MEM 189.968750 1694029148.7334
MEM 189.968750 1694029148.8383
MEM 189.968750 1694029148.9412
MEM 190.156250 1694029149.0427
MEM 191.375000 1694029149.1473
MEM 191.375000 1694029149.2485
MEM 191.375000 1694029149.3522
MEM 191.375000 1694029149.4576
MEM 191.375000 1694029149.5632
MEM 191.375000 1694029149.6679
MEM 191.375000 1694029149.7693
MEM 191.375000 1694029149.8747
MEM 191.375000 1694029149.9791
MEM 191.757812 1694029150.0838
MEM 191.757812 1694029150.1873
MEM 191.757812 1694029150.2898
MEM 191.757812 1694029150.3929
MEM 191.757812 1694029150.4962
MEM 191.757812 1694029150.6014
MEM 191.757812 1694029150.7054
MEM 191.757812 1694029150.8086
MEM 191.757812 1694029150.9132
MEM 191.757812 1694029151.0181
MEM 192.000000 1694029151.1201
MEM 191.398438 1694029151.2264
MEM 191.398438 1694029151.3287
MEM 191.398438 1694029151.4327
MEM 191.398438 1694029151.5351
MEM 191.398438 1694029151.6386
MEM 191.398438 1694029151.7433
MEM 191.398438 1694029151.8476
MEM 191.398438 1694029151.9485
MEM 191.398438 1694029152.0535
MEM 191.398438 1694029152.1557
MEM 191.398438 1694029152.2584
MEM 191.398438 1694029152.3637
MEM 191.398438 1694029152.4687
MEM 191.398438 1694029152.5725
MEM 191.398438 1694029152.6748
MEM 191.398438 1694029152.7788
MEM 191.398438 1694029152.8843
MEM 191.398438 1694029152.9903
MEM 191.398438 1694029153.0957
MEM 191.398438 1694029153.2001
MEM 191.398438 1694029153.3051
MEM 191.398438 1694029153.4094
MEM 191.398438 1694029153.5117
MEM 191.398438 1694029153.6144
MEM 191.398438 1694029153.7164
MEM 191.398438 1694029153.8186
MEM 189.792969 1694029153.9240
MEM 189.792969 1694029154.0286
MEM 189.878906 1694029154.1303
MEM 189.878906 1694029154.2343
MEM 189.878906 1694029154.3396
MEM 189.878906 1694029154.4408
MEM 189.878906 1694029154.5443
MEM 189.878906 1694029154.6489
MEM 189.878906 1694029154.7517
MEM 189.878906 1694029154.8530
MEM 189.878906 1694029154.9553
MEM 189.878906 1694029155.0592
MEM 189.789062 1694029155.1597
MEM 189.574219 1694029155.2639
MEM 189.574219 1694029155.3656
MEM 189.550781 1694029155.4693
MEM 189.550781 1694029155.5743
MEM 189.550781 1694029155.6793
MEM 189.550781 1694029155.7835
MEM 189.550781 1694029155.8861
MEM 189.550781 1694029155.9894
MEM 189.550781 1694029156.0943
MEM 162.488281 1694029156.1986
MEM 162.488281 1694029156.3014
MEM 162.488281 1694029156.4063
MEM 162.488281 1694029156.5121
MEM 162.488281 1694029156.6140
MEM 162.488281 1694029156.7180
MEM 162.617188 1694029156.8237
MEM 162.617188 1694029156.9303
MEM 162.617188 1694029157.0358
MEM 162.617188 1694029157.1403
MEM 162.628906 1694029157.2457
MEM 162.628906 1694029157.3485
MEM 162.628906 1694029157.4508
MEM 162.628906 1694029157.5549
MEM 162.628906 1694029157.6560
MEM 162.628906 1694029157.7616
MEM 162.628906 1694029157.8660
MEM 162.628906 1694029157.9675
MEM 124.566406 1694029158.0681
MEM 124.566406 1694029158.1736
MEM 124.566406 1694029158.2761
MEM 124.566406 1694029158.3779
MEM 124.566406 1694029158.4837
MEM 124.566406 1694029158.5876
MEM 124.566406 1694029158.6892
MEM 124.566406 1694029158.7923
MEM 124.566406 1694029158.8934
MEM 124.566406 1694029158.9990
MEM 124.566406 1694029159.1037
MEM 124.578125 1694029159.2092
MEM 124.578125 1694029159.3114
MEM 124.578125 1694029159.4125
MEM 125.046875 1694029159.5165
MEM 125.046875 1694029159.6185
MEM 125.046875 1694029159.7233
MEM 125.046875 1694029159.8260
MEM 125.046875 1694029159.9291
MEM 125.046875 1694029160.0306
MEM 125.046875 1694029160.1321
MEM 125.046875 1694029160.2377
MEM 125.046875 1694029160.3412
MEM 125.046875 1694029160.4463
MEM 87.765625 1694029160.5496
MEM 87.765625 1694029160.6552
MEM 87.765625 1694029160.7608
MEM 87.765625 1694029160.8616
MEM 87.765625 1694029160.9658
MEM 87.765625 1694029161.0665
MEM 88.679688 1694029161.1710
MEM 88.683594 1694029161.2763
MEM 88.683594 1694029161.3810
MEM 88.683594 1694029161.4859
MEM 88.683594 1694029161.5897
MEM 88.683594 1694029161.6923
MEM 88.683594 1694029161.7979
MEM 88.683594 1694029161.9015
MEM 88.683594 1694029162.0070
MEM 88.683594 1694029162.1124
MEM 88.699219 1694029162.2176
MEM 88.699219 1694029162.3232
MEM 88.699219 1694029162.4245
MEM 88.699219 1694029162.5290
MEM 88.699219 1694029162.6346
MEM 88.699219 1694029162.7392
MEM 88.699219 1694029162.8409
MEM 88.699219 1694029162.9443
MEM 88.699219 1694029163.0469
MEM 88.699219 1694029163.1485
MEM 89.003906 1694029163.2541
MEM 89.003906 1694029163.3581
MEM 89.003906 1694029163.4589
MEM 89.003906 1694029163.5638
MEM 89.003906 1694029163.6685
MEM 89.003906 1694029163.7725
MEM 89.003906 1694029163.8779
MEM 89.003906 1694029163.9836
MEM 89.003906 1694029164.0884
MEM 89.003906 1694029164.1938
MEM 89.003906 1694029164.2981
MEM 89.003906 1694029164.4020
MEM 89.003906 1694029164.5064
MEM 89.003906 1694029164.6095
MEM 89.003906 1694029164.7151
MEM 89.003906 1694029164.8202
MEM 89.003906 1694029164.9251
MEM 89.003906 1694029165.0304
MEM 89.003906 1694029165.1359
MEM 88.519531 1694029165.2392
MEM 88.519531 1694029165.3403
MEM 88.519531 1694029165.4434
MEM 88.519531 1694029165.5485
MEM 88.519531 1694029165.6520
MEM 88.519531 1694029165.7569
MEM 88.519531 1694029165.8577
MEM 88.519531 1694029165.9607
MEM 88.519531 1694029166.0662
MEM 88.519531 1694029166.1683
MEM 88.582031 1694029166.2748
MEM 88.089844 1694029166.3780
MEM 88.089844 1694029166.4802
MEM 88.089844 1694029166.5852
MEM 88.089844 1694029166.6895
MEM 88.089844 1694029166.7941
MEM 88.089844 1694029166.8980
MEM 88.089844 1694029167.0005
MEM 88.089844 1694029167.1047
MEM 88.089844 1694029167.2065
MEM 88.089844 1694029167.3089
MEM 88.089844 1694029167.4140
MEM 88.089844 1694029167.5199
MEM 88.089844 1694029167.6242
MEM 88.089844 1694029167.7271
MEM 88.089844 1694029167.8326
MEM 88.089844 1694029167.9378
MEM 88.089844 1694029168.0416
MEM 88.089844 1694029168.1473
MEM 88.101562 1694029168.2494
MEM 88.101562 1694029168.3524
MEM 88.101562 1694029168.4540
MEM 88.101562 1694029168.5587
MEM 88.101562 1694029168.6610
MEM 88.101562 1694029168.7645
MEM 88.101562 1694029168.8675
MEM 88.101562 1694029168.9684
MEM 88.101562 1694029169.0734
MEM 88.101562 1694029169.1778
MEM 88.101562 1694029169.2832
MEM 87.488281 1694029169.3883
MEM 87.488281 1694029169.4886
MEM 87.488281 1694029169.5926
MEM 87.488281 1694029169.6977
MEM 87.488281 1694029169.8032
MEM 87.488281 1694029169.9080
MEM 87.488281 1694029170.0127
MEM 87.488281 1694029170.1181
MEM 87.488281 1694029170.2235
MEM 87.488281 1694029170.3273
MEM 87.488281 1694029170.4324
MEM 87.488281 1694029170.5381
MEM 87.488281 1694029170.6432
MEM 87.488281 1694029170.7484
MEM 87.488281 1694029170.8519
MEM 87.488281 1694029170.9572
MEM 87.488281 1694029171.0620
MEM 87.488281 1694029171.1642
MEM 87.488281 1694029171.2682
MEM 87.488281 1694029171.3719
MEM 87.488281 1694029171.4751
MEM 87.488281 1694029171.5796
MEM 87.394531 1694029171.6823
MEM 87.394531 1694029171.7871
MEM 87.394531 1694029171.8915
MEM 87.394531 1694029171.9932
MEM 87.394531 1694029172.0951
MEM 87.394531 1694029172.2008
MEM 87.394531 1694029172.3060
MEM 87.394531 1694029172.4110
MEM 87.394531 1694029172.5167
MEM 87.394531 1694029172.6211
MEM 87.394531 1694029172.7260
MEM 87.394531 1694029172.8293
MEM 87.394531 1694029172.9343
MEM 87.394531 1694029173.0351
MEM 87.394531 1694029173.1374
MEM 87.394531 1694029173.2396
MEM 87.394531 1694029173.3447
MEM 87.394531 1694029173.4494
MEM 87.394531 1694029173.5518
MEM 87.394531 1694029173.6527
MEM 87.394531 1694029173.7578
MEM 87.394531 1694029173.8594
MEM 87.394531 1694029173.9652
MEM 87.394531 1694029174.0708
MEM 87.394531 1694029174.1765
MEM 87.394531 1694029174.2817
MEM 87.394531 1694029174.3874
MEM 87.394531 1694029174.4924
MEM 87.394531 1694029174.5975
MEM 87.394531 1694029174.6991
MEM 87.394531 1694029174.8019
MEM 87.394531 1694029174.9048
MEM 87.394531 1694029175.0107
MEM 87.394531 1694029175.1151
MEM 87.394531 1694029175.2179
MEM 87.394531 1694029175.3227
MEM 87.394531 1694029175.4274
MEM 87.394531 1694029175.5305
MEM 87.394531 1694029175.6328
MEM 87.394531 1694029175.7347
MEM 87.394531 1694029175.8358
MEM 87.394531 1694029175.9381
MEM 87.394531 1694029176.0390
MEM 87.394531 1694029176.1445
MEM 87.394531 1694029176.2485
MEM 87.394531 1694029176.3505
MEM 87.394531 1694029176.4523
MEM 87.394531 1694029176.5577
MEM 87.394531 1694029176.6631
MEM 87.394531 1694029176.7665
MEM 87.394531 1694029176.8691
MEM 87.394531 1694029176.9695
MEM 87.394531 1694029177.0715
MEM 87.394531 1694029177.1720
MEM 87.394531 1694029177.2765
MEM 87.789062 1694029177.3822
MEM 87.789062 1694029177.4870
MEM 87.789062 1694029177.5893
MEM 87.789062 1694029177.6912
MEM 87.789062 1694029177.7952
MEM 87.789062 1694029177.9006
MEM 87.789062 1694029178.0058
MEM 87.789062 1694029178.1070
MEM 87.789062 1694029178.2084
MEM 87.789062 1694029178.3110
MEM 87.789062 1694029178.4163
MEM 87.789062 1694029178.5205
MEM 87.789062 1694029178.6215
MEM 87.789062 1694029178.7272
MEM 87.789062 1694029178.8286
MEM 87.789062 1694029178.9324
MEM 87.789062 1694029179.0358
MEM 87.789062 1694029179.1363
MEM 87.789062 1694029179.2417
MEM 87.789062 1694029179.3446
MEM 87.789062 1694029179.4478
MEM 87.789062 1694029179.5532
MEM 87.789062 1694029179.6558
MEM 87.789062 1694029179.7595
MEM 87.789062 1694029179.8650
MEM 87.789062 1694029179.9683
MEM 87.789062 1694029180.0721
MEM 87.789062 1694029180.1776
MEM 87.789062 1694029180.2807
MEM 87.789062 1694029180.3865
MEM 87.789062 1694029180.4901
MEM 87.789062 1694029180.5958
MEM 87.789062 1694029180.6994
MEM 87.789062 1694029180.8039
MEM 87.789062 1694029180.9083
MEM 87.789062 1694029181.0095
MEM 87.789062 1694029181.1103
MEM 87.789062 1694029181.2154
MEM 87.789062 1694029181.3199
MEM 87.800781 1694029181.4249
MEM 87.800781 1694029181.5311
MEM 87.800781 1694029181.6357
MEM 87.800781 1694029181.7388
MEM 87.800781 1694029181.8439
MEM 87.800781 1694029181.9465
MEM 87.800781 1694029182.0511
MEM 87.800781 1694029182.1521
MEM 87.800781 1694029182.2550
MEM 87.800781 1694029182.3604
MEM 87.800781 1694029182.4631
MEM 87.800781 1694029182.5664
MEM 87.800781 1694029182.6684
MEM 87.800781 1694029182.7728
MEM 87.800781 1694029182.8772
MEM 87.800781 1694029182.9827
MEM 87.800781 1694029183.0865
MEM 87.800781 1694029183.1899
MEM 87.800781 1694029183.2912
MEM 87.804688 1694029183.3972
MEM 87.804688 1694029183.4995
MEM 87.804688 1694029183.6049
MEM 87.804688 1694029183.7063
MEM 87.804688 1694029183.8085
MEM 87.804688 1694029183.9109
MEM 87.804688 1694029184.0166
MEM 87.804688 1694029184.1183
MEM 87.804688 1694029184.2198
MEM 87.804688 1694029184.3217
MEM 87.804688 1694029184.4244
MEM 87.816406 1694029184.5289
MEM 87.816406 1694029184.6313
MEM 87.816406 1694029184.7367
MEM 87.816406 1694029184.8405
MEM 87.816406 1694029184.9462
MEM 87.816406 1694029185.0511
MEM 87.816406 1694029185.1545
MEM 87.816406 1694029185.2567
MEM 87.816406 1694029185.3581
MEM 87.816406 1694029185.4627
MEM 87.816406 1694029185.5682
MEM 87.816406 1694029185.6717
MEM 87.816406 1694029185.7751
MEM 88.003906 1694029185.8787
MEM 88.003906 1694029185.9799
MEM 88.003906 1694029186.0843
MEM 88.003906 1694029186.1867
MEM 88.003906 1694029186.2885
MEM 88.003906 1694029186.3899
MEM 88.003906 1694029186.4948
MEM 88.003906 1694029186.6004
MEM 88.003906 1694029186.7051
MEM 88.003906 1694029186.8086
MEM 88.003906 1694029186.9112
MEM 88.003906 1694029187.0163
MEM 88.003906 1694029187.1172
MEM 88.003906 1694029187.2218
MEM 88.003906 1694029187.3275
MEM 88.003906 1694029187.4285
MEM 88.003906 1694029187.5300
MEM 88.003906 1694029187.6341
MEM 88.003906 1694029187.7370
MEM 88.003906 1694029187.8400
MEM 88.003906 1694029187.9408
MEM 88.003906 1694029188.0441
MEM 88.003906 1694029188.1496
MEM 88.003906 1694029188.2550
MEM 88.003906 1694029188.3580
MEM 88.003906 1694029188.4596
MEM 87.863281 1694029188.5606
MEM 87.863281 1694029188.6627
MEM 87.863281 1694029188.7641
MEM 87.863281 1694029188.8684
MEM 87.785156 1694029188.9719
MEM 87.785156 1694029189.0772
MEM 87.785156 1694029189.1799
MEM 87.792969 1694029189.2829
MEM 87.792969 1694029189.3874
MEM 87.792969 1694029189.4896
MEM 87.796875 1694029189.5953
MEM 87.796875 1694029189.6960
MEM 87.796875 1694029189.7993
MEM 87.796875 1694029189.9002
MEM 87.796875 1694029190.0053
MEM 87.796875 1694029190.1087
MEM 87.796875 1694029190.2098
MEM 87.796875 1694029190.3151
MEM 87.796875 1694029190.4177
MEM 87.800781 1694029190.5214
MEM 87.800781 1694029190.6227
MEM 87.800781 1694029190.7280
MEM 87.800781 1694029190.8327
MEM 87.800781 1694029190.9384
MEM 87.800781 1694029191.0427
MEM 87.800781 1694029191.1443
MEM 87.800781 1694029191.2482
MEM 87.800781 1694029191.3539
MEM 87.800781 1694029191.4577
MEM 87.800781 1694029191.5614
MEM 87.800781 1694029191.6624
MEM 87.800781 1694029191.7680
MEM 87.800781 1694029191.8733
MEM 87.800781 1694029191.9779
MEM 87.800781 1694029192.0805
MEM 87.800781 1694029192.1861
MEM 87.800781 1694029192.2883
MEM 87.800781 1694029192.3936
MEM 87.800781 1694029192.4959
MEM 87.800781 1694029192.6010
MEM 87.800781 1694029192.7064
MEM 87.800781 1694029192.8091
MEM 87.800781 1694029192.9132
MEM 87.800781 1694029193.0169
MEM 87.800781 1694029193.1184
MEM 87.800781 1694029193.2218
MEM 87.812500 1694029193.3276
MEM 86.484375 1694029193.4284
MEM 86.484375 1694029193.5306
MEM 86.484375 1694029193.6362
MEM 86.484375 1694029193.7371
MEM 86.484375 1694029193.8384
MEM 86.484375 1694029193.9424
MEM 86.484375 1694029194.0453
MEM 86.484375 1694029194.1494
MEM 86.484375 1694029194.2551
MEM 86.484375 1694029194.3600
MEM 86.597656 1694029194.4647
MEM 86.597656 1694029194.5707
MEM 86.597656 1694029194.6755
MEM 86.597656 1694029194.7802
MEM 86.175781 1694029194.8806
MEM 86.074219 1694029194.9853
MEM 86.074219 1694029195.0889
MEM 86.074219 1694029195.1922
MEM 86.074219 1694029195.2977
MEM 86.074219 1694029195.3997
MEM 87.078125 1694029195.5053
MEM 87.078125 1694029195.6085
MEM 87.078125 1694029195.7116
MEM 87.078125 1694029195.8170
MEM 87.078125 1694029195.9190
MEM 87.078125 1694029196.0225
MEM 87.078125 1694029196.1273
MEM 86.984375 1694029196.2322
MEM 86.984375 1694029196.3337
MEM 86.984375 1694029196.4343
MEM 86.984375 1694029196.5399
MEM 86.984375 1694029196.6450
MEM 86.984375 1694029196.7501
MEM 86.984375 1694029196.8548
MEM 86.984375 1694029196.9593
MEM 86.984375 1694029197.0604
MEM 86.984375 1694029197.1662
MEM 86.984375 1694029197.2685
MEM 86.984375 1694029197.3706
MEM 86.984375 1694029197.4742
MEM 86.984375 1694029197.5765
MEM 86.984375 1694029197.6819
MEM 86.984375 1694029197.7867
MEM 86.984375 1694029197.8887
MEM 86.984375 1694029197.9923
MEM 86.984375 1694029198.0962
MEM 86.953125 1694029198.1975
MEM 86.953125 1694029198.3032
MEM 86.953125 1694029198.4069
MEM 86.953125 1694029198.5073
MEM 86.953125 1694029198.6122
MEM 86.953125 1694029198.7136
MEM 86.953125 1694029198.8193
MEM 86.953125 1694029198.9218
MEM 86.953125 1694029199.0235
MEM 86.953125 1694029199.1295
MEM 86.953125 1694029199.2334
MEM 86.953125 1694029199.3381
MEM 86.953125 1694029199.4423
MEM 88.304688 1694029199.5427
MEM 91.113281 1694029199.6473
MEM 91.113281 1694029199.7481
MEM 91.113281 1694029199.8518
MEM 89.804688 1694029199.9567
MEM 89.804688 1694029200.0591
MEM 89.757812 1694029200.1646
MEM 89.757812 1694029200.2708
MEM 89.757812 1694029200.3724
MEM 89.757812 1694029200.4767
MEM 90.640625 1694029200.5788
MEM 90.640625 1694029200.6832
MEM 90.640625 1694029200.7864
MEM 90.640625 1694029200.8892
MEM 90.640625 1694029200.9949
MEM 90.640625 1694029201.1005
MEM 90.640625 1694029201.2052
MEM 90.640625 1694029201.3092
MEM 90.640625 1694029201.4132
MEM 90.640625 1694029201.5165
MEM 91.335938 1694029201.6184
MEM 91.335938 1694029201.7240
MEM 91.335938 1694029201.8286
MEM 91.335938 1694029201.9332
MEM 91.335938 1694029202.0388
MEM 91.335938 1694029202.1423
MEM 91.210938 1694029202.2472
MEM 91.210938 1694029202.3499
MEM 91.210938 1694029202.4537
MEM 89.929688 1694029202.5587
MEM 89.929688 1694029202.6633
MEM 89.929688 1694029202.7665
MEM 89.929688 1694029202.8700
MEM 89.929688 1694029202.9754
MEM 89.929688 1694029203.0799
MEM 89.929688 1694029203.1836
MEM 89.929688 1694029203.2876
MEM 89.929688 1694029203.3925
MEM 89.929688 1694029203.4934
MEM 89.937500 1694029203.5985
MEM 89.875000 1694029203.6994
MEM 89.875000 1694029203.8018
MEM 89.875000 1694029203.9070
MEM 89.855469 1694029204.0089
MEM 89.855469 1694029204.1146
MEM 89.855469 1694029204.2159
MEM 89.855469 1694029204.3174
